subscriber_number|subscriber_id|bureau|alert_type|AlertId|create_date|vendor|fraud
239151853470|2947190|TransUnion|Fraud  Alert||2018-11-14|Unknown|1
563637758286|4580918|TransUnion|Fraud Statement|5806923049|2018-11-14|Unknown|0
280139795679|3719208|TransUnion|Fraud Statement|5807274295|2018-11-14|Unknown|0
964020397119|2943961|TransUnion|Fraud Statement|5808545279|2018-11-14|Unknown|1
669121951616|5567042|TransUnion|Fraud Statement|5807937077|2018-11-14|Unknown|0
960967653335|3000438|TransUnion|Fraud Statement|5809982507|2018-11-14|Unknown|0
477076091819|4662604|TransUnion|Fraud Statement|5809627613|2018-11-15|Unknown|0
099210014641|4667103|TransUnion|Fraud Statement|5810453451|2018-11-15|Unknown|0
339331424739|5337588|TransUnion|Fraud Statement|5808760575|2018-11-15|Unknown|0
170290407485|5011941|TransUnion|Fraud Statement|5809163469|2018-11-15|Unknown|0
150577314071|2861640|TransUnion|Fraud Statement|5809420177|2018-11-15|Unknown|0
473569334668|3000439|TransUnion|Fraud Statement|5809979215|2018-11-15|Unknown|0
896247042398|3557884|TransUnion|Fraud Statement|5810030381|2018-11-15|Unknown|0
981392592234|4966879|TransUnion|Fraud Statement|5810008049|2018-11-15|Unknown|0
791934221863|4284466|TransUnion|Fraud Statement|5809756509|2018-11-15|Unknown|0
749688825005|3726935|TransUnion|Fraud Statement|5809623649|2018-11-15|Unknown|0
155322058270|5020311|TransUnion|Fraud  Alert||2018-11-15|Unknown|1
507611195852|4989892|Experian|Fraud Statement|5811306361|2018-11-15||0
659669983131|5100739|Experian|Fraud Statement|5811298145|2018-11-15||0
0697599616473|4437081|Experian|Fraud Statement|5811311983|2018-11-15||0
669121951616|5567042|Experian|Fraud Statement|5811291591|2018-11-15||0
810260373054|4880303|Experian|Fraud Statement|5811288051|2018-11-15||0
303562264112|4793182|Experian|Fraud Statement|5811310769|2018-11-15||0
392282604556|4877911|Experian|Fraud Statement|5811298409|2018-11-15||0
0104625377394|5099686|Experian|Fraud Statement|5811288061|2018-11-15||0
943248274961|5069893|TransUnion|Fraud  Alert||2018-11-15|Unknown|0
148766461160|5317511|TransUnion|Fraud  Alert||2018-11-15|Unknown|0
904692284885|2823144|TransUnion|Fraud Statement|5815954229|2018-11-16|Unknown|0
879681479340|4436154|TransUnion|Fraud Statement|5815600431|2018-11-16|Unknown|0
734204287469|4125346|TransUnion|Fraud Statement|5815416967|2018-11-16|Unknown|0
765551152753|2180259|TransUnion|Fraud Statement|5815543845|2018-11-16|Unknown|0
845285347157|2119545|TransUnion|Fraud Statement|5818524121|2018-11-16|Unknown|0
547799304102|4243596|TransUnion|Fraud Statement|5818292971|2018-11-16|Unknown|0
559666815057|4014756|TransUnion|Fraud Statement|5817136171|2018-11-16|Unknown|0
247137375396|5427524|TransUnion|Fraud Statement|5818128843|2018-11-16|Unknown|0
317432389387|2817147|TransUnion|Fraud Statement|5818057183|2018-11-16|Unknown|0
117655497037|4127109|TransUnion|Fraud Statement|5818007133|2018-11-16|Unknown|0
488943337473|4614068|TransUnion|Fraud Statement|5817472943|2018-11-16|Unknown|0
039621086801|4225661|TransUnion|Fraud Statement|5817928305|2018-11-16|Unknown|0
242892309048|3761148|TransUnion|Fraud Statement|5815655651|2018-11-16|Unknown|0
015110299530|4983823|TransUnion|Fraud Statement|5816791809|2018-11-16|Unknown|0
875577867780|1281163|TransUnion|Fraud  Alert||2018-11-16|Unknown|1
927396154904|4074144|TransUnion|Fraud Statement|5816308385|2018-11-16|Unknown|0
160378308987|5641845|TransUnion|Fraud Statement|5817446665|2018-11-16|Unknown|0
943457025193|5748620|TransUnion|Fraud Statement|5817236597|2018-11-16|Unknown|1
379935801691|4026892|TransUnion|Fraud Statement|5814932701|2018-11-16|Unknown|1
276598943862|5747711|TransUnion|Fraud Statement|5815641837|2018-11-16|Unknown|0
830546498709|5106905|TransUnion|Fraud Statement|5816514995|2018-11-16|Unknown|0
0320200872384|4592900|TransUnion|Fraud Statement|5816512449|2018-11-16|Unknown|0
616556402520|2841667|TransUnion|Fraud Statement|5816506711|2018-11-16|Unknown|0
808446355641|2917098|TransUnion|Fraud Statement|5816559999|2018-11-16|Unknown|1
652361113552|4937982|TransUnion|Fraud Statement|5816489275|2018-11-16|Unknown|0
862813495343|4931545|TransUnion|Fraud Statement|5820297659|2018-11-16|Unknown|0
0104625377394|5099686|TransUnion|Fraud Statement|5820124771|2018-11-16|Unknown|0
810260373054|4880303|TransUnion|Fraud Statement|5820120335|2018-11-16|Unknown|0
144744535122|4874742|TransUnion|Fraud Statement|5821667935|2018-11-16|Unknown|0
0697599616473|4437081|TransUnion|Fraud Statement|5822055581|2018-11-16|Unknown|0
610397887260|2437570|TransUnion|Fraud Statement|5821768135|2018-11-16|Unknown|0
389025680958|4758856|TransUnion|Fraud Statement|5821967271|2018-11-16|Unknown|0
0503972111513|4612298|TransUnion|Fraud Statement|5820040589|2018-11-16|Unknown|0
257576507456|4141691|TransUnion|Fraud Statement|5819990469|2018-11-16|Unknown|1
507611195852|4989892|TransUnion|Fraud Statement|5821326335|2018-11-16|Unknown|0
392282604556|4877911|TransUnion|Fraud Statement|5822008919|2018-11-16|Unknown|0
371230688922|4390826|TransUnion|Fraud Statement|5822063177|2018-11-16|Unknown|0
324260813671|5011943|TransUnion|Fraud Statement|5821635519|2018-11-16|Unknown|0
659669983131|5100739|TransUnion|Fraud Statement|5821545895|2018-11-16|Unknown|0
279448707311|2736562|TransUnion|Fraud Statement|5821867949|2018-11-16|Unknown|0
492254639165|5055902|TransUnion|Fraud Statement|5821499529|2018-11-16|Unknown|0
290851236269|2832050|TransUnion|Fraud Statement|5821659037|2018-11-16|Unknown|0
622784711326|3570998|TransUnion|Fraud Statement|5822050711|2018-11-16|Unknown|0
287941574007|5756148|TransUnion|Fraud Statement|5821519573|2018-11-16|Unknown|0
373318203604|2876318|TransUnion|Fraud Statement|5821277709|2018-11-16|Unknown|0
675839664054|3763407|TransUnion|Fraud Statement|5822047911|2018-11-16|Unknown|1
622784711326|3570998|Experian|Fraud Statement|5819045121|2018-11-16||0
0697599616473|4437081|Experian|Fraud Statement|5819039941|2018-11-16||0
492254639165|5055902|Experian|Fraud Statement|5819032417|2018-11-16||0
389475417650|4877929|Experian|Fraud Statement|5819033091|2018-11-16||0
742498702532|3838407|TransUnion|Fraud  Alert||2018-11-16|Unknown|1
862813495343|4931545|Experian|Fraud Statement|5819027759|2018-11-16||0
818525319312|4739259|Experian|Fraud Statement|5819025903|2018-11-16||0
428362224501|4723245|Experian|Fraud Statement|5819026333|2018-11-16||0
442140612521|1875488|Experian|Fraud Statement|5819021613|2018-11-16||0
504987738286|4050793|Experian|Fraud Statement|5819015839|2018-11-16||0
106772444260|5372886|TransUnion|Fraud Statement|5819382073|2018-11-16|Unknown|0
555838233875|5759461|TransUnion|Fraud  Alert||2018-11-16|Unknown|0
492254639165|5055902|Experian|Fraud Statement|5823399035|2018-11-17||0
285876482832|4738841|TransUnion|Fraud Statement|5825093411|2018-11-17|Unknown|1
885407070461|5044850|Experian|Fraud Statement|5823416677|2018-11-17||0
652720748861|4819005|Experian|Fraud Statement|5823419617|2018-11-17||0
336463168886|4802256|Experian|Fraud Statement|5823392615|2018-11-17||0
046249076761|5603161|Experian|Fraud Statement|5823390113|2018-11-17||0
789087112193|5036649|Experian|Fraud Statement|5823385393|2018-11-17||0
899934152124|4811406|Experian|Fraud Statement|5823400397|2018-11-17||0
695934083548|5757391|Experian|Fraud Statement|5823400943|2018-11-17||0
338898561664|5448322|Experian|Fraud Statement|5823406543|2018-11-17||0
690708829551|5644888|TransUnion|Fraud Statement|5826848321|2018-11-17|Unknown|0
834539467315|5340648|TransUnion|Fraud Statement|5826830385|2018-11-17|Unknown|0
046249076761|5603161|TransUnion|Fraud Statement|5826734079|2018-11-17|Unknown|0
695934083548|5757391|TransUnion|Fraud Statement|5826727555|2018-11-17|Unknown|0
526150133274|2955740|TransUnion|Fraud Statement|5826672725|2018-11-17|Unknown|0
442140612521|1875488|TransUnion|Fraud Statement|5826676179|2018-11-17|Unknown|0
504987738286|4050793|TransUnion|Fraud Statement|5826734625|2018-11-17|Unknown|0
132955028073|4528118|TransUnion|Fraud Statement|5826541373|2018-11-17|Unknown|1
177363829496|5376859|TransUnion|Fraud Statement|5826444885|2018-11-17|Unknown|1
012062940201|232350|TransUnion|Fraud Statement|5826409057|2018-11-17|Unknown|0
414825440643|3115350|TransUnion|Fraud Statement|5826284189|2018-11-17|Unknown|1
575543022759|3730131|TransUnion|Fraud Statement|5826252417|2018-11-17|Unknown|0
438988521247|4735812|TransUnion|Fraud Statement|5825455113|2018-11-17|Unknown|0
652720748861|4819005|TransUnion|Fraud Statement|5825310473|2018-11-17|Unknown|0
245251806880|2894524|TransUnion|Fraud Statement|5825306361|2018-11-17|Unknown|0
102249429789|4074961|TransUnion|Fraud Statement|5826063463|2018-11-17|Unknown|0
780115767072|2894229|TransUnion|Fraud Statement|5826082233|2018-11-17|Unknown|0
018803463006|2267319|TransUnion|Fraud Statement|5824979755|2018-11-17|Unknown|0
526074250545|4128409|TransUnion|Fraud Statement|5825884195|2018-11-17|Unknown|0
389475417650|4877929|TransUnion|Fraud Statement|5825757739|2018-11-17|Unknown|0
070025816671|3835723|TransUnion|Fraud Statement|5825758493|2018-11-17|Unknown|0
893235922845|4032350|TransUnion|Fraud Statement|5825673329|2018-11-17|Unknown|0
625079548977|5761570|TransUnion|Fraud Statement|5825628815|2018-11-17|Unknown|0
998076322541|4572331|TransUnion|Fraud  Alert||2018-11-17|Unknown|0
336463168886|4802256|Experian|Fraud Statement|5828376899|2018-11-18||0
025455107784|4955590|Experian|Fraud Statement|5828406255|2018-11-18||0
978687643497|4588989|Experian|Fraud Statement|5828403341|2018-11-18||0
648533113226|5659278|Experian|Fraud Statement|5828416955|2018-11-18||0
759798514399|2104579|Experian|Fraud Statement|5828365533|2018-11-18||0
340800969408|4940612|Experian|Fraud Statement|5828370009|2018-11-18||0
095170419360|4991144|Experian|Fraud Statement|5828380899|2018-11-18||0
436291750831|2968487|Experian|Fraud Statement|5828368301|2018-11-18||0
003408171425|5058234|Experian|Fraud Statement|5828368661|2018-11-18||0
789087112193|5036649|TransUnion|Fraud Statement|5831003071|2018-11-18|Unknown|0
025455107784|4955590|TransUnion|Fraud Statement|5831473043|2018-11-18|Unknown|0
187419183374|4686797|TransUnion|Fraud Statement|5831929469|2018-11-18|Unknown|0
340800969408|4940612|TransUnion|Fraud Statement|5830238411|2018-11-18|Unknown|0
436291750831|2968487|TransUnion|Fraud Statement|5831985991|2018-11-18|Unknown|0
869683608557|4967502|TransUnion|Fraud Statement|5830138307|2018-11-18|Unknown|0
371683232548|3417053|TransUnion|Fraud Statement|5830095979|2018-11-18|Unknown|0
0832894089437|5551573|TransUnion|Fraud Statement|5832252427|2018-11-18|Unknown|0
742498702532|3838407|TransUnion|Fraud Statement|5829602275|2018-11-18|Unknown|1
003408171425|5058234|TransUnion|Fraud Statement|5832606785|2018-11-18|Unknown|0
082871755010|4702898|TransUnion|Fraud  Alert||2018-11-18|Unknown|1
259277260338|4528104|TransUnion|Fraud  Alert||2018-11-18|Unknown|0
400253804006|4797166|TransUnion|Fraud  Alert||2018-11-18|Unknown|0
434971060865|4880596|Experian|Fraud Statement|5833687981|2018-11-19||0
773203238312|3656103|Experian|Fraud Statement|5833687165|2018-11-19||0
901751947763|5056819|Experian|Fraud Statement|5833674527|2018-11-19||0
642840336452|4558549|Experian|Fraud Statement|5833692881|2018-11-19||0
959111103402|4057048|Experian|Fraud Statement|5833696249|2018-11-19||0
155159605158|4827834|TransUnion|Fraud  Alert||2018-11-19|Unknown|0
095170419360|4991144|TransUnion|Fraud Statement|5836903831|2018-11-20|Unknown|0
428362224501|4723245|TransUnion|Fraud Statement|5836785663|2018-11-20|Unknown|0
773203238312|3656103|TransUnion|Fraud Statement|5836585991|2018-11-20|Unknown|0
132178217077|5304997|TransUnion|Fraud Statement|5837088927|2018-11-20|Unknown|0
959111103402|4057048|TransUnion|Fraud Statement|5837087293|2018-11-20|Unknown|0
089127110851|5150275|Experian|Fraud Statement|5836205913|2018-11-20||0
551731154091|2813300|Experian|Fraud Statement|5836168547|2018-11-20||0
0923793519330|2996554|Experian|Fraud Statement|5836176099|2018-11-20||0
889142279567|3814365|Experian|Fraud Statement|5836192823|2018-11-20||0
278736840709|2869281|Experian|Fraud Statement|5836170685|2018-11-20||0
841688249486|5322692|Experian|Fraud Statement|5836185695|2018-11-20||0
451899147158|4856003|Experian|Fraud Statement|5836178685|2018-11-20||0
547437653830|1740351|Experian|Fraud Statement|5836172187|2018-11-20||0
307042427021|4675795|TransUnion|Fraud  Alert||2018-11-20|Unknown|0
978687643497|4588989|TransUnion|Fraud Statement|5837452665|2018-11-20|Unknown|1
739693104741|4723086|TransUnion|Fraud Statement|5837425567|2018-11-20|Unknown|0
885407070461|5044850|TransUnion|Fraud Statement|5834337617|2018-11-20|Unknown|0
059625656468|4015113|TransUnion|Fraud Statement|5834110431|2018-11-20|Unknown|0
899934152124|4811406|TransUnion|Fraud Statement|5834445347|2018-11-20|Unknown|0
969867167884|4827833|TransUnion|Fraud Statement|5834476945|2018-11-20|Unknown|1
550818157587|3778556|TransUnion|Fraud Statement|5834465089|2018-11-20|Unknown|0
904564197868|4787885|Experian|Fraud Statement|5839121718|2018-11-21||0
474340905096|4665908|Experian|Fraud Statement|5839104602|2018-11-21||0
0733819426474|5109403|Experian|Fraud Statement|5839096720|2018-11-21||0
949542739228|4678467|Experian|Fraud Statement|5839107230|2018-11-21||0
964572711110|4906703|Experian|Fraud Statement|5839097570|2018-11-21||0
0498119060383|3368716|Experian|Fraud Statement|5839130770|2018-11-21||0
423401945506|5768542|TransUnion|Fraud  Alert||2018-11-21|Unknown|1
093989198706|2956727|TransUnion|Fraud Statement|5841726282|2018-11-21|Unknown|0
889142279567|3814365|TransUnion|Fraud Statement|5844545242|2018-11-21|Unknown|0
904564197868|4787885|TransUnion|Fraud Statement|5844779732|2018-11-21|Unknown|0
780992875665|5659413|TransUnion|Fraud Statement|5844874004|2018-11-21|Unknown|1
134353188494|3066095|TransUnion|Fraud Statement|5844288742|2018-11-21|Unknown|0
841688249486|5322692|TransUnion|Fraud Statement|5845173782|2018-11-21|Unknown|0
149982248269|4087791|TransUnion|Fraud Statement|5843342058|2018-11-21|Unknown|0
964572711110|4906703|TransUnion|Fraud Statement|5844256184|2018-11-21|Unknown|0
835823782184|5596549|TransUnion|Fraud Statement|5844126248|2018-11-21|Unknown|0
0498119060383|3368716|TransUnion|Fraud Statement|5843866536|2018-11-21|Unknown|0
012298511368|4565582|TransUnion|Fraud Statement|5842527224|2018-11-21|Unknown|0
863203449914|5605458|TransUnion|Fraud Statement|5842166308|2018-11-21|Unknown|0
551731154091|2813300|TransUnion|Fraud Statement|5842141478|2018-11-21|Unknown|0
451899147158|4856003|TransUnion|Fraud Statement|5842074162|2018-11-21|Unknown|0
793805284584|3750990|TransUnion|Fraud Statement|5841880612|2018-11-21|Unknown|0
481065929821|3728492|TransUnion|Fraud  Alert||2018-11-21|Unknown|0
079852959495|3513656|TransUnion|Fraud  Alert||2018-11-22|Unknown|0
401518509829|4795711|Experian|Fraud Statement|5846201148|2018-11-22||0
822775922428|4843622|Experian|Fraud Statement|5846223472|2018-11-22||0
582105585405|3883813|Experian|Fraud Statement|5846228912|2018-11-22||0
822450870228|4658275|Experian|Fraud Statement|5846203528|2018-11-22||0
815000971093|5742657|Experian|Fraud Statement|5846203916|2018-11-22||0
592266010110|4843621|Experian|Fraud Statement|5846223480|2018-11-22||0
858623362226|4906697|Experian|Fraud Statement|5846204814|2018-11-22||0
587533488546|3883815|Experian|Fraud Statement|5846208768|2018-11-22||0
582345615008|2804276|Experian|Fraud Statement|5846210936|2018-11-22||0
592266010110|4843621|Experian|Fraud Statement|5846223484|2018-11-22||0
275123655866|3086622|Experian|Fraud Statement|5846212546|2018-11-22||0
0599734838519|4645355|Experian|Fraud Statement|5846221444|2018-11-22||0
503563598926|3983868|Experian|Fraud Statement|5846227834|2018-11-22||0
771283895752|5032888|Experian|Fraud Statement|5846219262|2018-11-22||0
048003626448|4037570|Experian|Fraud Statement|5846224670|2018-11-22||0
048612989670|4910176|Experian|Fraud Statement|5846231982|2018-11-22||0
858212092894|2194156|TransUnion|Fraud Statement|5848845590|2018-11-22|Unknown|0
401518509829|4795711|TransUnion|Fraud Statement|5849056972|2018-11-22|Unknown|0
561746413119|3569402|TransUnion|Fraud Statement|5851422002|2018-11-22|Unknown|0
137605867600|1910621|TransUnion|Fraud Statement|5852203814|2018-11-22|Unknown|0
587533488546|3883815|TransUnion|Fraud Statement|5852214616|2018-11-22|Unknown|1
809549738454|4684508|TransUnion|Fraud Statement|5850624638|2018-11-22|Unknown|0
275123655866|3086622|TransUnion|Fraud Statement|5850203680|2018-11-22|Unknown|0
382790009442|4066843|TransUnion|Fraud Statement|5852020976|2018-11-22|Unknown|0
273985601885|5768545|TransUnion|Fraud Statement|5851823888|2018-11-22|Unknown|0
836472558372|4157651|TransUnion|Fraud Statement|5849013706|2018-11-22|Unknown|0
061003903842|2845518|TransUnion|Fraud Statement|5851241214|2018-11-22|Unknown|0
582105585405|3883813|TransUnion|Fraud Statement|5850924940|2018-11-22|Unknown|0
369821844771|3727755|TransUnion|Fraud Statement|5848883638|2018-11-22|Unknown|0
922590580375|3811367|TransUnion|Fraud Statement|5850762640|2018-11-22|Unknown|0
592266010110|4843621|TransUnion|Fraud Statement|5849379626|2018-11-22|Unknown|0
462919881148|2732380|TransUnion|Fraud Statement|5849374668|2018-11-22|Unknown|0
487662064380|2913790|TransUnion|Fraud Statement|5850287288|2018-11-22|Unknown|0
104165867265|3034964|TransUnion|Fraud Statement|5850388166|2018-11-22|Unknown|0
344922528612|2723014|TransUnion|Fraud Statement|5852226924|2018-11-22|Unknown|0
468269521270|2447521|TransUnion|Fraud Statement|5851366776|2018-11-22|Unknown|0
417892515086|2868268|TransUnion|Fraud Statement|5851255484|2018-11-22|Unknown|0
822775922428|4843622|TransUnion|Fraud Statement|5849380736|2018-11-22|Unknown|0
0733819426474|5109403|TransUnion|Fraud Statement|5851834506|2018-11-22|Unknown|0
907648705985|5438437|TransUnion|Fraud Statement|5851858748|2018-11-22|Unknown|0
101918554624|4995747|TransUnion|Fraud Statement|5849306364|2018-11-22|Unknown|0
861401478302|5066741|TransUnion|Fraud Statement|5850869108|2018-11-22|Unknown|0
710892998955|5695578|TransUnion|Fraud Statement|5849193838|2018-11-22|Unknown|1
234602953231|2254279|TransUnion|Fraud Statement|5849867450|2018-11-22|Unknown|0
949542739228|4678467|TransUnion|Fraud Statement|5849208960|2018-11-22|Unknown|0
0599734838519|4645355|TransUnion|Fraud Statement|5850571678|2018-11-22|Unknown|0
928703121354|5628623|TransUnion|Fraud Statement|5849054726|2018-11-22|Unknown|0
726517901712|5049740|Experian|Fraud Statement|5853044768|2018-11-23||0
154853034099|4497659|Experian|Fraud Statement|5853060726|2018-11-23||0
369127241385|5369842|Experian|Fraud Statement|5853072202|2018-11-23||0
004101997430|5605637|Experian|Fraud Statement|5853071462|2018-11-23||0
599593018838|4908107|Experian|Fraud Statement|5853079842|2018-11-23||0
520100794254|2998639|Experian|Fraud Statement|5853058040|2018-11-23||0
582345615008|2804276|TransUnion|Fraud Statement|5854021466|2018-11-23|Unknown|0
136806534034|2980860|TransUnion|Fraud Statement|5854165670|2018-11-23|Unknown|0
938006823808|5051089|TransUnion|Fraud Statement|5854494202|2018-11-23|Unknown|0
369127241385|5369842|TransUnion|Fraud Statement|5854714446|2018-11-23|Unknown|0
390891142570|4666359|TransUnion|Fraud Statement|5853681922|2018-11-23|Unknown|0
716093176348|2707303|TransUnion|Fraud Statement|5853674934|2018-11-23|Unknown|0
599593018838|4908107|TransUnion|Fraud Statement|5853959576|2018-11-23|Unknown|1
0338177832139|4634294|TransUnion|Fraud Statement|5855074844|2018-11-23|Unknown|0
001124574261|1027584|TransUnion|Fraud Statement|5854216062|2018-11-23|Unknown|0
726517901712|5049740|TransUnion|Fraud Statement|5854357246|2018-11-23|Unknown|0
140342435023|4081603|TransUnion|Fraud Statement|5854606498|2018-11-23|Unknown|0
154853034099|4497659|TransUnion|Fraud Statement|5854898612|2018-11-23|Unknown|0
503563598926|3983868|TransUnion|Fraud Statement|5855008136|2018-11-23|Unknown|0
048003626448|4037570|TransUnion|Fraud Statement|5855110152|2018-11-23|Unknown|0
505759054027|4702030|TransUnion|Fraud  Alert||2018-11-23|Unknown|0
157621833875|5723576|TransUnion|Fraud  Alert||2018-11-23|Unknown|0
861524022996|4825089|Experian|Fraud Statement|5856864814|2018-11-24||0
203702538455|4771440|Experian|Fraud Statement|5856892778|2018-11-24||0
988513397674|5100737|Experian|Fraud Statement|5856865998|2018-11-24||0
822450870228|4658275|TransUnion|Fraud Statement|5857701878|2018-11-24|Unknown|0
427731309854|4217007|TransUnion|Fraud Statement|5857720876|2018-11-24|Unknown|0
385511271494|4780078|TransUnion|Fraud Statement|5857690810|2018-11-24|Unknown|1
350750728768|3779700|TransUnion|Fraud Statement|5857666970|2018-11-24|Unknown|0
0496889515137|4709226|TransUnion|Fraud Statement|5857597666|2018-11-24|Unknown|0
0800632740772|4061623|TransUnion|Fraud Statement|5857603746|2018-11-24|Unknown|0
815000971093|5742657|TransUnion|Fraud Statement|5857501264|2018-11-24|Unknown|0
594643036421|3769611|TransUnion|Fraud Statement|5857468016|2018-11-24|Unknown|0
297374323934|5754592|TransUnion|Fraud Statement|5857359462|2018-11-24|Unknown|0
771283895752|5032888|TransUnion|Fraud Statement|5857356452|2018-11-24|Unknown|0
868577303635|5010476|TransUnion|Fraud Statement|5857345540|2018-11-24|Unknown|1
176646501121|4606644|TransUnion|Fraud Statement|5857303232|2018-11-24|Unknown|0
858623362226|4906697|TransUnion|Fraud Statement|5857218424|2018-11-24|Unknown|0
0610219063598|4630647|TransUnion|Fraud Statement|5857303176|2018-11-24|Unknown|0
430306564279|3761511|TransUnion|Fraud  Alert||2018-11-24|Unknown|0
560768265446|3357800|Experian|Fraud Statement|5859226754|2018-11-25||0
900117154822|5019763|Experian|Fraud Statement|5859227500|2018-11-25||0
469169775106|2804040|Experian|Fraud Statement|5859214016|2018-11-25||0
0126983306066|5385247|Experian|Fraud Statement|5859240480|2018-11-25||0
337320153543|5048903|Experian|Fraud Statement|5859218698|2018-11-25||0
079270737716|4477600|Experian|Fraud Statement|5859233858|2018-11-25||0
080315642105|3194669|Experian|Fraud Statement|5859209738|2018-11-25||0
768307820840|3357799|Experian|Fraud Statement|5859237078|2018-11-25||0
972897371644|2817907|Experian|Fraud Statement|5859237254|2018-11-25||0
947665579998|5284379|Experian|Fraud Statement|5859225026|2018-11-25||0
450100943381|4016519|TransUnion|Fraud Statement|5859879146|2018-11-25|Unknown|0
0838677168585|4687564|TransUnion|Fraud Statement|5859826164|2018-11-25|Unknown|0
920708383523|3009311|TransUnion|Fraud Statement|5859643024|2018-11-25|Unknown|0
249288732695|5302271|TransUnion|Fraud Statement|5859547670|2018-11-25|Unknown|0
203702538455|4771440|TransUnion|Fraud Statement|5859597196|2018-11-25|Unknown|0
206547147852|4116268|TransUnion|Fraud Statement|5860561238|2018-11-25|Unknown|0
0227541361052|5773618|TransUnion|Fraud Statement|5860427128|2018-11-25|Unknown|0
0315935990415|5142448|TransUnion|Fraud Statement|5860396408|2018-11-25|Unknown|0
842252338029|4850394|TransUnion|Fraud Statement|5860359798|2018-11-25|Unknown|0
939164384363|4175293|TransUnion|Fraud Statement|5860385268|2018-11-25|Unknown|0
505759054027|4702030|TransUnion|Fraud Statement|5860246886|2018-11-25|Unknown|0
988513397674|5100737|TransUnion|Fraud Statement|5860367930|2018-11-25|Unknown|0
861524022996|4825089|TransUnion|Fraud Statement|5860124992|2018-11-25|Unknown|0
966732875345|4598511|TransUnion|Fraud  Alert||2018-11-26|Unknown|1
377648799007|4894769|Experian|Fraud Statement|5861523898|2018-11-26||0
0041910666330|5126021|Experian|Fraud Statement|5861524866|2018-11-26||0
186044917459|4939296|Experian|Fraud Statement|5861527184|2018-11-26||0
843053128004|2859671|Experian|Fraud Statement|5861513826|2018-11-26||0
824767049906|4449887|Experian|Fraud Statement|5861514464|2018-11-26||0
0746960723499|5738538|Experian|Fraud Statement|5861515018|2018-11-26||0
648169017233|2487649|TransUnion|Fraud Statement|5862040632|2018-11-26|Unknown|0
397448749009|5719951|TransUnion|Fraud  Alert||2018-11-26|Unknown|0
005555508605|4887954|TransUnion|Fraud  Alert||2018-11-26|Unknown|0
656632940747|4901014|TransUnion|Fraud  Alert||2018-11-27|Unknown|0
050393461527|5029759|Experian|Fraud Statement|5864424776|2018-11-27||0
868577303635|5010476|TransUnion|Fraud Statement|5865397176|2018-11-27|Unknown|1
016257300839|4522922|TransUnion|Fraud Statement|5865209604|2018-11-27|Unknown|1
456120412308|4958024|TransUnion|Fraud Statement|5864985590|2018-11-27|Unknown|0
843053128004|2859671|TransUnion|Fraud Statement|5864968734|2018-11-27|Unknown|0
633351860926|4579359|TransUnion|Fraud Statement|5864769500|2018-11-27|Unknown|0
072056247414|5028981|Experian|Fraud Statement|5864428880|2018-11-27||0
822305589387|4866935|Experian|Fraud Statement|5864448188|2018-11-27||0
399302670630|4985815|Experian|Fraud Statement|5864426694|2018-11-27||0
798063351668|2177805|Experian|Fraud Statement|5864435928|2018-11-27||0
0228438672981|3111665|Experian|Fraud Statement|5864435992|2018-11-27||0
807854049090|2876426|Experian|Fraud Statement|5864433880|2018-11-27||0
008353708291|2869920|Experian|Fraud Statement|5864441302|2018-11-27||0
883718126412|3990700|Experian|Fraud Statement|5864444558|2018-11-27||0
702128455484|2134355|TransUnion|Fraud Statement|5865954046|2018-11-27|Unknown|1
418718357157|4302716|TransUnion|Fraud Statement|5865961496|2018-11-27|Unknown|0
0746960723499|5738538|TransUnion|Fraud Statement|5865915296|2018-11-27|Unknown|0
324442124421|3795642|TransUnion|Fraud Statement|5865879622|2018-11-27|Unknown|0
337320153543|5048903|TransUnion|Fraud Statement|5865646020|2018-11-27|Unknown|0
849740193646|4681955|TransUnion|Fraud Statement|5865580728|2018-11-27|Unknown|0
0126983306066|5385247|TransUnion|Fraud Statement|5865665458|2018-11-27|Unknown|0
048612989670|4910176|TransUnion|Fraud Statement|5865544588|2018-11-27|Unknown|0
122753323785|4835993|TransUnion|Fraud Statement|5865445658|2018-11-27|Unknown|0
520100794254|2998639|TransUnion|Fraud Statement|5866260892|2018-11-27|Unknown|1
947665579998|5284379|TransUnion|Fraud Statement|5865510814|2018-11-27|Unknown|0
080315642105|3194669|TransUnion|Fraud Statement|5867431722|2018-11-27|Unknown|0
700419068407|3755092|TransUnion|Fraud Statement|5867420492|2018-11-27|Unknown|1
900117154822|5019763|TransUnion|Fraud Statement|5867437302|2018-11-27|Unknown|0
474340905096|4665908|TransUnion|Fraud Statement|5867002934|2018-11-27|Unknown|0
0613148393437|4408759|TransUnion|Fraud Statement|5867243712|2018-11-27|Unknown|1
972897371644|2817907|TransUnion|Fraud Statement|5866973726|2018-11-27|Unknown|0
842252338029|4850394|TransUnion|Fraud Statement|5866823076|2018-11-27|Unknown|0
446498096953|4026072|TransUnion|Fraud Statement|5866780038|2018-11-27|Unknown|0
758527755947|5573398|TransUnion|Fraud Statement|5866716750|2018-11-27|Unknown|0
181149138753|5746594|TransUnion|Fraud Statement|5866775122|2018-11-27|Unknown|0
376045716531|5117330|TransUnion|Fraud  Alert||2018-11-27|Unknown|1
958405852087|5298791|Experian|Fraud Statement|5869017042|2018-11-28||0
272550907122|4972361|Experian|Fraud Statement|5868994652|2018-11-28||0
